time,zdeflection,velocity,force,indentation,famp,fphat,freq_bas
3.686888454011741256e+00,-1.422005801794886715e+01,-7.133173048291618215e+03,1.822138399369062654e+03,3.139058017948866297e+00,9.957268937088840580e-11,-1.478671218965207004e+02,-1.432197265625000000e+07
3.694716242661448380e+00,-1.435640613776485175e+01,-5.052473654142472697e+03,1.942137993074333053e+03,3.275406137764850012e+00,1.012432643920316672e-10,-1.465422990830718959e+02,-1.397265625000000000e+07
3.702544031311154615e+00,-1.444579977256591086e+01,-2.937532651571546012e+03,2.022186400815586239e+03,3.364799772565910008e+00,1.029868551087433977e-10,-1.451102032182916446e+02,-1.362333984375000000e+07
3.710371819960861295e+00,-1.448769493032160938e+01,-8.082806410176992813e+02,2.060071115130075668e+03,3.406694930321608528e+00,1.048406066446291643e-10,-1.437661240736179877e+02,-1.327402343750000000e+07
3.718199608610567530e+00,-1.448199670562988395e+01,1.315159993668054312e+03,2.054904595271124435e+03,3.400996705629881767e+00,1.069540826924918602e-10,-1.422982554901653884e+02,-1.292470703125000000e+07
3.726027397260273766e+00,-1.442905760718488573e+01,3.412997006504704586e+03,2.007112563185045246e+03,3.348057607184884432e+00,1.088270102489364575e-10,-1.408643322447807122e+02,-1.257539062500000000e+07
3.733855185909980445e+00,-1.432966429681962595e+01,5.466268480820364857e+03,1.918401916981057639e+03,3.248664296819625541e+00,1.111349416177001056e-10,-1.396008891435858743e+02,-1.222607421875000000e+07
3.741682974559686681e+00,-1.418501396452876229e+01,7.457315687771542798e+03,1.791710530050941315e+03,3.104013964528760550e+00,1.136683446220227671e-10,-1.381568997232349716e+02,-1.187675781250000000e+07
3.749510763209393360e+00,-1.399667971708345782e+01,9.370218159036385259e+03,1.631143125047497279e+03,2.915679717083456968e+00,1.162471975010277334e-10,-1.368409828423344550e+02,-1.152744140625000000e+07
3.757338551859099596e+00,-1.376656767582246488e+01,1.119119404250195839e+04,1.441904502436606208e+03,2.685567675822463585e+00,1.193992309958835596e-10,-1.353765907959565311e+02,-1.117812500000000000e+07
3.765166340508806275e+00,-1.349686496142984460e+01,1.290896234760732659e+04,1.230244207967003831e+03,2.415864961429843749e+00,1.220480018878612744e-10,-1.338388651813858417e+02,-1.082880859375000000e+07
3.772994129158512511e+00,-1.318997986633545771e+01,1.451507601829633313e+04,1.003439047505138774e+03,2.108979866335456421e+00,1.252051137005251110e-10,-1.326742889551360349e+02,-1.047949218750000000e+07
3.780821917808218746e+00,-1.284847478795765419e+01,1.600424831670021376e+04,7.698607665230672410e+02,1.767474787957652671e+00,1.290022386542043315e-10,-1.312290986243211819e+02,-1.013017578125000000e+07
3.788649706457925426e+00,-1.247499195432279784e+01,1.737471449185234087e+04,5.392283872227681059e+02,1.393991954322797211e+00,1.326259144439999651e-10,-1.299456995062478484e+02,-9.780859375000000000e+06
3.796477495107631661e+00,-1.207216908170995495e+01,1.862873610793426997e+04,3.232987056666307808e+02,9.911690817099529927e-01,1.375282384609716703e-10,-1.285387519129552913e+02,-9.431542968750000000e+06
3.804305283757338785e+00,-1.164254044473242899e+01,1.977351501040829680e+04,1.378649630870317822e+02,5.615404447324267023e-01,1.414952403341970923e-10,-1.267645027479948823e+02,-9.082226562500000000e+06
3.812133072407045020e+00,-1.118840481545745824e+01,2.082360557842014896e+04,1.153235429703183357e+01,1.074048154574571284e-01,1.457373243951229421e-10,-1.257511813089764559e+02,-8.732910156250000000e+06
3.819960861056751700e+00,-1.071156124394174114e+01,2.181124571847520565e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.517872671676046856e-10,-1.243574433441493596e+02,-8.383593750000000000e+06
3.827788649706457935e+00,-1.021308528093415902e+01,2.275806042546404205e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.570018484002572998e-10,-1.230867709527171741e+02,-8.034277343750000000e+06
3.835616438356164171e+00,-9.693905930093189127e+00,2.366228646410661895e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.651735012227150533e-10,-1.219063293268296206e+02,-7.684960937500000000e+06
3.843444227005870850e+00,-9.154998732972519093e+00,2.452184595492783774e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.719022479896257602e-10,-1.195817634512997216e+02,-7.335644531250000000e+06
3.851272015655577086e+00,-8.597385854902812596e+00,2.533473778595804470e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.771241842842668631e-10,-1.187561706552723990e+02,-6.986328125000000000e+06
3.859099804305283765e+00,-8.022132423611420649e+00,2.609904119679295036e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.877678503646885269e-10,-1.176244451791368135e+02,-6.637011718750000000e+06
3.866927592954990001e+00,-7.430345688270422855e+00,2.681292036371327049e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.955360091775741910e-10,-1.162488403888968378e+02,-6.287695312500000000e+06
3.874755381604696680e+00,-6.823173102422686043e+00,2.747463144389055014e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.107686255125331411e-10,-1.158859512613421856e+02,-5.938378906250000000e+06
3.882583170254402916e+00,-6.201800073400913327e+00,2.808252712940261335e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.256569747979344503e-10,-1.121349347064705029e+02,-5.589062500000000000e+06
3.890410958904109151e+00,-5.567447696215322317e+00,2.863506120010244558e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.286320788480405702e-10,-1.112349702331635655e+02,-5.239746093750000000e+06
3.898238747553815831e+00,-4.921370280019096377e+00,2.913079340669644080e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.506121805853398001e-10,-1.113770002645899524e+02,-4.890429687500000000e+06
3.906066536203522066e+00,-4.264853653043979342e+00,2.956839261581530081e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.624904502050674097e-10,-1.092204123194749315e+02,-4.541113281250000000e+06
3.913894324853229190e+00,-3.599211877589677311e+00,2.994664260836399990e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.963575104537892891e-10,-1.124462523767141846e+02,-4.191796875000000000e+06
3.921722113502934981e+00,-2.925784726927286084e+00,3.026444593887813244e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.542018197496608891e-10,-1.041487663731549560e+02,-3.842480468750000000e+06
3.929549902152642105e+00,-2.245934877033184840e+00,3.052082765463465330e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.203875679010986766e-10,-9.897244046204161805e+01,-3.493164062500000000e+06
3.937377690802348340e+00,-1.561045718462486187e+00,3.071493749249420216e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.747744661929508589e-10,-1.082037113994368696e+02,-3.143847656250000000e+06
3.945205479452055020e+00,-8.725184380597431621e-01,3.084605339559317144e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.909676728830392875e-10,-9.882190039279574023e+01,-2.794531250000000000e+06
3.953033268101761255e+00,-1.817688711066783591e-01,3.091358498768091886e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.141070245657444254e-10,-1.330568105875200615e+02,-2.445214843750000000e+06
3.960861056751467490e+00,5.097755855918759682e-01,3.091707632919079333e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.333452192155248882e-09,-9.995979484107694191e+01,-2.095898437500000000e+06
3.968688845401174170e+00,1.200678902291196115e+00,3.085620789938346570e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.688029451526290548e-09,-1.821011788975735612e+01,-1.746582031250000000e+06
3.976516634050880405e+00,1.889499404796981530e+00,3.073079833858848724e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.125238284350258692e-09,1.181001340446672003e+02,-1.397265625000000000e+06
3.984344422700587085e+00,2.574792869653518501e+00,3.054080621085349412e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.010486576765549143e-08,-1.420637405166511655e+02,-1.047949218750000000e+06
3.992172211350293320e+00,3.255115728015279597e+00,3.028633141664298455e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.944224028389666823e-08,-5.299629419060494229e+01,-6.986328125000000000e+05
4.000000000000000000e+00,3.929028254174327106e+00,2.996761617536140329e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.349329389230139052e-07,7.585953125989752266e+01,-3.493164062500000000e+05
